Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions
712	Video Game / Sports / Soccer	5786	Soccer / Football Mania - Nintendo Game Boy Advance	2003	?	? x ? x ?
712	Video Game / Sports / Soccer	5784-GEAR	Soccer / Football Mania - PC CD-ROM	2002	?	? x ? x ?
712	Video Game / Sports / Soccer	5785-GEAR	Soccer / Football Mania - Sony PS2	2002	?	13.7 x 19.2 x 1.4
399	Storage / Adventurers / Desert	mummyc01	Mummy Storage Container with Stickers	1998	143.8	15.8 x 11 x 30.5
241	Pen / Belville	P1543	Belville Pen	2002	?	? x ? x ?
1113	Office Supplies	P6201	Desk Pal Girl	2002	387	? x ? x ?
1113	Office Supplies	P6101	Desk Pal Boy with Red Hat	2002	?	? x ? x ?
1113	Office Supplies	P6102	Desk Pal Boy with Blue Hat	2002	?	? x ? x ?
180	Software / BIONICLE	4166538	BIONICLE Promotional US CD-ROM, 1.00	2001	?	? x ? x ?
513	Media Audio & Video / Creator	4177v	Video Tape - Building Stories with NaNa Bird	2001	132	10.5 x 18.8 x 2.5
252	Game / BIONICLE	31390	BIONICLE Quest for Makuta: Adventure Game  {Regular Box Version}	2001	1506	? x ? x ?
521	Photo Frame & Holder / LEGOLAND Parks / Western	5923	Photo Frame Legoland Western	2002	225	19 x 19 x 7
521	Photo Frame & Holder / LEGOLAND Parks / Castle / Knights Kingdom I	5924-GEAR	Photo Frame Legoland Castle	2002	246	19 x 19 x 7
334	Key Chain / Town / Paradisa	KC021	Paradisa Female with Horse Top Key Chain	?	?	? x ? x ?
334	Key Chain / Castle / Black Falcons	KC020	Black Falcon (Red Hips) Key Chain	?	?	? x ? x ?
445	Patch & Pin / Technic	28867	Pin, Technic Space Shuttle with Electric Lights	?	10	5.3 x 2.8 x 1.7
160	Sticker Sheet	2540stk01	Sticker Sheet for Set 2540 - (4117696)	1998	0.16	3.8 x 4 x 0
160	Sticker Sheet	2539stk01	Sticker Sheet for Set 2539 - (4117695)	1998	0.16	3.8 x 4 x 0
464	Bead	bead003	Bead, Globular	?	1.9	1.5 x 1.5 x 1.3
464	Bead	bead003pb001	Bead, Globular with Tire Tread Pattern (from P1518)	2000	1.94	1.5 x 1.5 x 1.3
464	Bead	bead003pb003	Bead, Globular with Snake Pattern	?	1.91	1.5 x 1.5 x 1.3
464	Bead	bead003pb004	Bead, Globular with World Map Repeating Pattern	?	1.9	1.5 x 1.5 x 1.3
464	Bead	bead003pb006	Bead, Globular with Bionicle Text	?	1.91	1.5 x 1.5 x 1.3
464	Bead	bead004	Bead, Square	?	1.2	1.3 x 1.3 x 1.3
464	Bead	bead004pb002	Bead, Square with Baseball Field Pattern	?	1.21	1.3 x 1.3 x 1.3
464	Bead	bead004pb006	Bead, Square with Football (American) Pattern	?	1.2	1.3 x 1.3 x 1.3
464	Bead	bead004pb007	Bead, Square with Basketball Hoop and Ball Pattern	?	1.21	1.3 x 1.3 x 1.3
464	Bead	bead004pb008	Bead, Square with Basketball Jersey Pattern	?	1.2	1.3 x 1.3 x 1.3
464	Bead	bead004pb011	Bead, Square with Soccer Ball and Net Pattern	?	1.2	1.3 x 1.3 x 1.3
464	Bead	bead003pb008	Bead, Globular with Ball Pattern, Baseball Stitching Vertical	?	1.9	1.5 x 1.5 x 1.3
464	Bead	bead003pb009	Bead, Globular with Ball Pattern, Basketball Lines Black	?	1.9	1.5 x 1.5 x 1.3
464	Bead	bead005	Bead, Technic Gear Style	?	1.05	? x ? x ?
464	Bead	bead020c01	Bead, Minifigure Style Assembly SW Darth Vader	?	?	? x ? x ?
464	Bead	bead022c01	Bead, Minifigure Style Assembly SW R2-D2	?	?	? x ? x ?
464	Bead	bead006	Bead, Cylinder Large	?	0.96	1.2 x 1.2 x 1.3
464	Bead	bead003pb010	Bead, Globular with Ball Pattern, Soccer Pentagons	?	1.83	1.5 x 1.5 x 1.3
464	Bead	bead003pb002	Bead, Globular with Leopard Spots Pattern	?	1.91	1.5 x 1.5 x 1.3
464	Bead	bead006pb03	Bead, Cylinder Large with Minifigure Head Pattern, Glasses, Raised Eyebrows and Headset	?	0.96	1.2 x 1.2 x 1.3
464	Bead	bead006pb04	Bead, Cylinder Large with Minifigure Head Pattern, Small Eyes, White Beard and Blue Headband	?	0.96	1.2 x 1.2 x 1.3
464	Bead	bead006pb05	Bead, Cylinder Large with Minifigure Head Pattern, Goggles and Smirk	?	0.96	1.2 x 1.2 x 1.3
464	Bead	bead006pb06	Bead, Cylinder Large with Minifigure Head Pattern, Sunglasses and Classic Smile	?	0.96	1.2 x 1.2 x 1.3
399	Storage / BIONICLE	42718c01	Canister Lid and Hanger Clip with Canister, Bionicle Bohrok & Bohrok-Kal Maturation Chamber	?	70.3	? x ? x ?
445	Patch & Pin / Classic	pin087	Pin, LEGO Man, Yellow Border	?	?	? x ? x ?
