Category ID	Category Name	Number	Name	Alternate Item Number	Weight (in Grams)	Dimensions
440	DUPLO, Brick, Decorated	2302pb18	Duplo, Brick 2 x 3 Slope Curved with Lavender Feathers Pattern on Both Sides		8.5	2 x 3 x 1
167	DUPLO	80516c01	Duplo Container Floating Bowl 14 x 14 x 4 1/2 with Bright Light Yellow Top (80516 / 80515)		241	14 x 14 x 4.5
16	Minifigure, Headgear	28631pb19	Minifigure, Headgear Helmet Armor Plates and Ear Protectors with SW Wrecker White Skull and Teeth, Dark Red Markings Pattern		0.69	? x ? x ?
440	DUPLO, Brick, Decorated	72133pb05	Duplo, Brick 2 x 4 x 2 1/2 Rounded Ends, Ears on Sides with Black Eyes, Nose, and Mouth, and Coral Cheeks and Tongue, Bear Head Pattern		20	2 x 4 x 2.5
238	Minifigure, Head	3626pb2983	Minifigure, Head Black Eyebrows, Stubble, Dark Orange Brow Furrow, Cheek Lines and Chin Dimple, White Scars, Blind Left Eye Pattern		0.55	? x ? x ?
440	DUPLO, Brick, Decorated	98224pb008	Duplo, Brick 2 x 4 Slope Curved Inverted Double with Medium Azure and Light Aqua Hooves Pattern		13	2 x 4 x 1
440	DUPLO, Brick, Decorated	98224pb009	Duplo, Brick 2 x 4 Slope Curved Inverted Double with Reddish Brown Paws Pattern		13	2 x 4 x 1
440	DUPLO, Brick, Decorated	98223pb037	Duplo, Brick 2 x 4 Slope Curved Double with Medium Azure and Light Aqua Hooves Holding Bright Light Yellow Star Pattern		11.12	2 x 4 x 1
440	DUPLO, Brick, Decorated	98223pb038	Duplo, Brick 2 x 4 Slope Curved Double with Paws Holding Watermelon Slice Pattern		11.12	2 x 4 x 1
167	DUPLO	79782	Duplo Bath Toy 8 x 8 Floating Ring, Top		19	? x ? x ?
167	DUPLO	80515	Duplo Container Floating Bowl 14 x 14 x 4 1/2, Top		121	14 x 14 x 1.5
167	DUPLO	80516	Duplo Container Floating Bowl 14 x 14 x 4 1/2, Bottom		120	14 x 14 x 3.75
124	Train	2924apb02	Train Front 2 x 6 x 5 1/3 with 1 x 4 x 3 Cutout and Window with Molded Trans-Clear Glass and White Trapezoid Pattern on Both Sides (Stickers) - Set 4551		6.95	2 x 6 x 5.33
160	Sticker Sheet	80036stk01	Sticker Sheet for Set 80036, Sheet 1 - (88606/6377309)		2.2	? x ? x ?
160	Sticker Sheet	80036stk02	Sticker Sheet for Set 80036, Sheet 2 - (93599/6381909)		2.2	? x ? x ?
160	Sticker Sheet	80036stk03	Sticker Sheet for Set 80036, Sheet 3 - (93605/6381911)		2.55	? x ? x ?
582	Stickered Assembly	BA319pb01	Stickered Assembly 11 x 4 x 1 with Black and Yellow Chevrons Pattern on Both Sides (Stickers) - Set 641		?	11 x 4 x 1
16	Minifigure, Headgear	x205pb05	Minifigure, Headgear Hood Fur-lined with White, Dark Bluish Gray and Brown Fur Pattern	30287pb05	1.17	? x ? x ?
160	Sticker Sheet	918.1stk01	Sticker Sheet for Set 918-1 - (199014)		?	? x ? x ?
736	Brick, Round, Decorated	73111pb004	Brick, Round 3 x 3 x 2 with Recessed Center and Axle Hole with Wooden Sign and Plants with Flowers Pattern (Sticker) - Set 41707		3	3 x 3 x 2
33	Slope, Decorated	85984pb354	Slope 30 1 x 2 x 2/3 with Light Aqua and Lavender Buttons Pattern (Sticker) - Set 41707		0.34	1 x 2 x 0.67
39	Tile, Decorated	3069pb1022	Tile 1 x 2 with Lines, Rivets, 'TREE 22', and Heart Pattern (Sticker) - Set 41707	3069bpb1022	0.27	1 x 2 x 0
39	Tile, Decorated	3068pb2085	Tile 2 x 2 with Flowers, Plant Pots, Numbers 1, 2 and 3, Sun and Water Drops Pattern (Sticker) - Set 41707	3068bpb2085	0.48	2 x 2 x 0
39	Tile, Decorated	69729pb025	Tile 2 x 6 with Medium Azure Line and Panel, Letter I, Heart, Leaf, and Bee Pattern (Sticker) - Set 41707		1.35	2 x 6 x 0
812	Tile, Round, Decorated	67095pb017	Tile, Round 3 x 3 with Plant Sapling and Earth Pattern (Sticker) - Set 41707		0.76	3 x 3 x 0
578	Wedge, Decorated	52031pb166	Wedge 4 x 6 x 2/3 Triple Curved with Plant Sapling and Earth Pattern (Sticker) - Set 41707		3.36	4 x 6 x 0.67
36	Technic	76755	Technic Grabber Arm Claw		1.17	? x ? x ?
115	Windscreen	92832	Windscreen 7 x 6 x 2 2/3 Canopy		8.97	7 x 6 x 2.67
582	Stickered Assembly	BA316pb01	Stickered Assembly 2 x 1 x 1 with Red Rectangle Pattern (Sticker) - Set 6375-2 - 2 Brick, Modified 1 x 1 with Headlight		0.72	2 x 1 x 1
738	Flag, Decorated	2335pb241	Flag 2 x 2 Square with Coral and Dark Blue Heart-Shaped Life Preserver and Light Aqua Shell Pattern on Both Sides (Stickers) - Sets 41376 / 41381		0.5	2 x 2 x 0
479	Cockpit	92847	Cockpit 9 x 6 x 4 1/3, Tapered with Studs on Front		15.52	9 x 6 x 4.33
160	Sticker Sheet	60350stk01	Sticker Sheet for Set 60350, Sheet 1 - (10100078/6399211)	100078	0.56	? x ? x ?
160	Sticker Sheet	60350stk02	Sticker Sheet for Set 60350, Sheet 2, Mirrored - (10100079/6399212)	100079	2.33	? x ? x ?
115	Windscreen	87375	Windscreen Quarter Dome, Bar Handles at Top and Bottom		8.72	? x ? x ?
775	Slope, Curved, Decorated	15068pb402	Slope, Curved 2 x 2 x 2/3 with Medium Lavender Number 1 in White Circle and Checkered Stripe Pattern (Sticker) - Set 41351		0.57	2 x 2 x 0.67
775	Slope, Curved, Decorated	15068pb403	Slope, Curved 2 x 2 x 2/3 with Blue and Red Classic Space Logo Pattern		0.59	2 x 2 x 0.67
1098	Minifigure, Legs, Decorated	970c01pb57	Hips and White Legs with Dark Bluish Gray Curved Lines, Red Left Knee Strap with Triangle Pattern		1.21	? x ? x ?
150	Minifigure, Torso	973pb4625	Torso Spacesuit, Dark Azure Neck and Straps, Classic Space Logo, Silver Pin Pattern		0.81	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4625c01	Torso Spacesuit, Dark Azure Neck and Straps, Classic Space Logo, Silver Pin Pattern / Bright Light Orange Arms / Dark Azure Hands		1.31	? x ? x ?
150	Minifigure, Torso	973pb4626	Torso Spacesuit, Red Trim, Wide Silver Belt Pattern		0.82	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4626c01	Torso Spacesuit, Red Trim, Wide Silver Belt Pattern / White Arms with Molded Dark Azure Short Sleeves Pattern / White Hands		1.33	? x ? x ?
150	Minifigure, Torso	973pb4627	Torso Jacket with Collar and Zipper, Classic Space Logo, Silver Wings Pin Pattern		0.82	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4627c01	Torso Jacket with Collar and Zipper, Classic Space Logo, Silver Wings Pin Pattern / Dark Azure Arms / Yellow Hands		1.31	? x ? x ?
812	Tile, Round, Decorated	98138pb286	Tile, Round 1 x 1 with Moon Cake with Bright Light Orange Bunny on Reddish Brown Background Pattern	35381pb286	0.11	1 x 1 x 0
99	Rock	87398pb01	Rock 4 x 4 Octagonal Boulder, Top with Molded Trans-Light Blue Crystals Pattern		3.3	4 x 4 x 1.33
99	Rock	88644pb01	Rock 4 x 4 Octagonal Boulder, Bottom with Molded Trans-Light Blue Crystals Pattern		4.18	4 x 4 x 2
99	Rock	88644c01pb01	Rock 4 x 4 Octagonal Boulder with Molded Trans-Light Blue Crystals Pattern (88644pb01 / 87398pb01)		7.45	4 x 4 x 3
1098	Minifigure, Legs, Decorated	970c110pb03	Hips and Bright Light Orange Legs with Dark Azure Straps, Dark Orange Patches Pattern		1.2	? x ? x ?
36	Technic	18939c02	Technic Turntable 60 Tooth with Dark Bluish Gray Top (18939 / 18938u) (Undetermined Type)		14.3	? x ? x ?
812	Tile, Round, Decorated	14769pb506	Tile, Round 2 x 2 with Bottom Stud Holder with Dark Bluish Gray SW Imperial Logo Pattern		0.33	2 x 2 x 0
160	Sticker Sheet	41699stk01	Sticker Sheet for Set 41699 - (84121/6373975)	84121	1.06	? x ? x ?
39	Tile, Decorated	3069pb1043	Tile 1 x 2 with 'ER 60254' Pattern (Sticker) - Set 60254	3069bpb1043	0.26	1 x 2 x 0
913	Mini Doll, Hair	80577pb02	Mini Doll, Hair Combo, Hair with Hat, Long Wavy with Molded Bright Light Yellow Beanie Pattern	106162pb02	1.32	? x ? x ?
916	Mini Doll, Legs	11202c00pb18	Mini Doll Hips and Shorts Folded Hem with Medium Brown Legs and Yellow Shoes with White Soles and Laces Pattern - Thick Hinge		1.04	? x ? x ?
917	Mini Doll, Torso	FTGpb355c01	Torso Mini Doll Girl Bright Pink Collar Shirt, White Apron with Dark Blue Heart and Pawprint Pattern, Medium Brown Arms with Hands		0.61	? x ? x ?
914	Mini Doll, Head	84086	Mini Doll, Head Friends with Black Eyebrows, Dark Tan Eyes, Light Nougat Lips, and Closed Mouth Pattern		0.6	? x ? x ?
914	Mini Doll, Head	84046	Mini Doll, Head Friends with Dark Orange Eyes and Metallic Light Blue Glasses, Magenta Lips, and Lopsided Open Mouth Pattern		0.6	? x ? x ?
642	Door, Decorated	58380pb18	Door 1 x 3 x 4 Right - Open Between Top and Bottom Hinge with SW Imperial Logo, Red Line, Triangle and Aurebesh Characters 'IMPERIAL PROPERTY' Pattern (Sticker) - Set 75219		1.74	1 x 3 x 4
890	Plate, Modified, Decorated	92593pb049	Plate, Modified 1 x 4 with 2 Studs without Groove with SW Imperial Logo, Red Lines and Triangle Pattern (Sticker) - Set 75219		0.61	1 x 4 x 0
578	Wedge, Decorated	11291pb08	Wedge 3 x 4 x 2/3 Curved with Cutout with Light Bluish Gray and Red Stripes Pattern (Stickers) - Set 75888		1.57	3 x 4 x 0.67
994	Energy Effect	80519	Wave Rounded Straight Small with Clip End (Flame)		0.53	? x ? x ?
643	Container, Decorated	4532bpb06	Container, Cupboard 2 x 3 x 2 - Hollow Studs with Medium Azure Oven Mitt and Yellow Towel Pattern (Sticker) - Set 41703		2.4	2 x 3 x 2
738	Flag, Decorated	80326pb003	Flag 2 x 2 Square with Flared Edge with Honey Dipper and Jar with Heart on Magenta Background Pattern (Sticker) - Set 41703		0.6	2 x 2 x 0
461	Panel, Decorated	14718pb052	Panel 1 x 4 x 2 with Side Supports - Hollow Studs with Books on Light Aqua Shelf on White Background Pattern on Inside (Sticker) - Set 41703		1.8	1 x 4 x 2
1048	Road Sign, Decorated	15210pb132	Road Sign 2 x 2 Square with Open O Clip with Lime Map with Arrow, Trees, Buildings, and Medium Azure Heart Lake Pattern (Sticker) - Set 41703		0.5	2 x 2 x 0
33	Slope, Decorated	85984pb355	Slope 30 1 x 2 x 2/3 with Lime and Yellow Buttons, Dark Blue and Medium Azure Slot Pattern (Sticker) - Set 41703		0.34	1 x 2 x 0.67
39	Tile, Decorated	2431pb0813	Tile 1 x 4 with Wood Grain on Lime Background Pattern (Sticker) - Set 41703		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0764	Tile 1 x 4 with Wood Grain on Medium Nougat Background Pattern (Sticker) - Set 41703		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0765	Tile 1 x 4 with CD Player, Buttons, and Speakers on White Background Pattern (Sticker) - Set 41703		0.54	1 x 4 x 0
145	Animal, Water	bb0624pb02	Crab, Disney with White Eyes, Large Black Pupils and Eyebrows Pattern (Sebastian)		0.82	? x ? x ?
926	Cylinder, Decorated	85941pb024	Cylinder Half 2 x 4 x 5 with 1 x 2 Cutout with Medium Azure Star, Filigree, and Columns, Gold Sparkles, Metallic Light Blue Bubbles Pattern		4.3	2 x 4 x 5
736	Brick, Round, Decorated	553pb041	Brick, Round 2 x 2 Dome Top with Metallic Pink Spots, Black Eyebrows, and Large White Eyes Pattern		0.83	2 x 2 x 1
914	Mini Doll, Head	92240	Mini Doll, Head Friends Male Large, Plain	28649	0.65	? x ? x ?
847	Minifigure, Hair	84358pb01	Minifigure, Hair Long with Center Part and Beard with Gold Crown, Light Nougat Face, Dark Azure Eyes Pattern		1.41	? x ? x ?
911	Mini Doll, Body Part	16529c00pb05	Mini Doll Hips and Mermaid / Merman Tail Assembly with Molded Satin Trans-Light Blue Caudal Fin and Printed Metallic Light Blue Scales Pattern		1.2	? x ? x ?
911	Mini Doll, Body Part	16529c00pb06	Mini Doll Hips and Mermaid / Merman Tail Assembly with Molded Satin Trans-Dark Pink Caudal Fin and Printed Metallic Pink Scales Pattern		1.21	? x ? x ?
160	Sticker Sheet	60348stk01	Sticker Sheet for Set 60348, Mirrored - (98793/6384279)	98793	0.95	? x ? x ?
917	Mini Doll, Torso	FTGpb356c01	Torso Mini Doll Girl Red Bikini Shell Bra Top, Metallic Pink Belt Pattern, Light Nougat Arms with Hands (Arista)		0.63	? x ? x ?
917	Mini Doll, Torso	FTGpb357c01	Torso Mini Doll Girl Medium Lavender Bikini Shell Bra Top, Metallic Light Blue Belt Pattern, Light Nougat Arms with Hands		0.6	? x ? x ?
917	Mini Doll, Torso	FTMpb067c01	Torso Mini Doll Man with Nougat Muscle Contours, Metallic Light Blue Belt Pattern, Light Nougat Arms with Hands with Gold Bracelets		0.76	? x ? x ?
150	Minifigure, Torso	973pb4628	Torso Jacket with Dark Red Shoulders, Silver Classic Space Logo, Dark Azure Shirt Pattern		0.83	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4628c01	Torso Jacket with Dark Red Shoulders, Silver Classic Space Logo, Dark Azure Shirt Pattern / Dark Red Arms / Yellow Hands		1.31	? x ? x ?
160	Sticker Sheet	80034stk01	Sticker Sheet for Set 80034 - (88531/6377306)	88531	1.6	? x ? x ?
914	Mini Doll, Head	91059	Mini Doll, Head Friends with Medium Nougat Eyebrows, Bright Light Blue Eye, Coral Lips, Closed Mouth Pattern		0.59	? x ? x ?
990	Human Tool	67476	Rip Cord 5 x 23 Round, Raised Handle Edge		2.08	5 x 23 x 0
115	Windscreen	69783	Windscreen 5 x 5 x 5 Cone with Large Pin Hole on Top		7.87	5 x 5 x 5
7	Brick, Modified	80796	Brick, Modified 1 x 2 x 1 2/3 with Studs on Sides		1.43	1 x 2 x 1.67
990	Human Tool	71073	Rip Cord Pin		0.88	? x ? x ?
7	Brick, Modified	71100	Brick, Modified 2 x 4 with Rip Cord Track and Pin Socket (Ninjago Spinjitzu Top)		3.65	? x ? x ?
16	Minifigure, Headgear	41163pb05	Minifigure, Headgear Ninjago Wrap Type 5 with Molded Trans-Red Flames Pattern		1.53	? x ? x ?
16	Minifigure, Headgear	41163pb06	Minifigure, Headgear Ninjago Wrap Type 5 with Molded Trans-Green Flames Pattern		1.53	? x ? x ?
1060	Cardboard Sleeve	6375189	Cardboard Sleeve 6375189 with Contents		3.32	? x ? x ?
994	Energy Effect	69784pb01	Tornado of Spinjitzu Wide with Marbled Trans-Yellow Top Pattern		12.7	? x ? x ?
994	Energy Effect	69784pb02	Tornado of Spinjitzu Wide with Marbled Trans-Green Top Pattern		12.81	? x ? x ?
994	Energy Effect	69784pb03	Tornado of Spinjitzu Wide with Marbled Trans-Orange Top Pattern		12.84	? x ? x ?
812	Tile, Round, Decorated	14769pb507	Tile, Round 2 x 2 with Bottom Stud Holder with Copper Spiral and Gold Electricity Pattern		0.32	2 x 2 x 0
238	Minifigure, Head	3626pb3354	Minifigure, Head White and Lime Energy Face, Lime Eyes, Scowl Pattern	28621pb0034	0.55	? x ? x ?
238	Minifigure, Head	3626pb3355	Minifigure, Head Tan and Bright Light Orange Energy Face, Orange Eyes, Scowl Pattern	28621pb0035	0.57	? x ? x ?
238	Minifigure, Head	3626pb3356	Minifigure, Head Tan and Silver Energy Face, Silver Eyes, Scowl Pattern	28621pb0036	0.55	? x ? x ?
150	Minifigure, Torso	973pb4629	Torso Tunic, Yellowish Green and Shiny Blue Energy, Ninjago Logogram Letter J Pattern		0.82	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4629c01	Torso Tunic, Yellowish Green and Shiny Blue Energy, Ninjago Logogram Letter J Pattern / Medium Blue Arms / Dark Blue Hands		1.31	? x ? x ?
150	Minifigure, Torso	973pb4630	Torso Tunic, Lime and Yellowish Green Energy, Ninjago Logogram Letter L Pattern		0.83	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4630c01	Torso Tunic, Lime and Yellowish Green Energy, Ninjago Logogram Letter L Pattern / Lime Arms / Green Hands		1.32	? x ? x ?
150	Minifigure, Torso	973pb4631	Torso Tunic, White and Bright Light Orange Energy, Ninjago Logogram Letter K Pattern		0.8	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4631c01	Torso Tunic, White and Bright Light Orange Energy, Ninjago Logogram Letter K Pattern / Bright Light Orange Arms / Dark Red Hands		1.28	? x ? x ?
812	Tile, Round, Decorated	14769pb508	Tile, Round 2 x 2 with Bottom Stud Holder with Tree Stump / Wood Grain on Medium Nougat Background Pattern (Sticker) - Set 41703		0.33	2 x 2 x 0
39	Tile, Decorated	3068pb1950	Tile 2 x 2 with Cushion with Light Aqua Splotches and Black Button Pattern (Sticker) - Set 41703	3068bpb1950	0.48	2 x 2 x 0
39	Tile, Decorated	3068pb1951	Tile 2 x 2 with Cushion with Yellow Splotches and Black Button Pattern (Sticker) - Set 41703	3068bpb1951	0.48	2 x 2 x 0
39	Tile, Decorated	3068pb1952	Tile 2 x 2 with Cushion with Lime Splotches and Black Button Pattern (Sticker) - Set 41703	3068bpb1952	0.48	2 x 2 x 0
39	Tile, Decorated	26603pb226	Tile 2 x 3 with Person in Wheelchair Handicapped Symbol Pattern (Sticker) - Set 41703		0.68	2 x 3 x 0
39	Tile, Decorated	87079pb1096	Tile 2 x 4 with Yellow Blanket with Magenta, Medium Azure, and White Geometric Pattern (Sticker) - Set 41703		0.92	2 x 4 x 0
39	Tile, Decorated	87079pb1097	Tile 2 x 4 with Blanket with Light Aqua Spiral Triangles, White Bedsheet Pattern (Sticker) - Set 41703		0.92	2 x 4 x 0
39	Tile, Decorated	87079pb1098	Tile 2 x 4 with Yellow Rug with Fringe, Dark Blue Bees, Stripes, and Geometric Pattern (Sticker) - Set 41703		0.92	2 x 4 x 0
39	Tile, Decorated	87079pb1099	Tile 2 x 4 with Blanket with Bees and Light Aqua Honeycomb, White Bedsheet Pattern (Sticker) - Set 41703		0.92	2 x 4 x 0
118	Brick, Decorated	3245cpb205	Brick 1 x 2 x 2 with Inside Stud Holder with QR Code on White Background Pattern (Sticker) - Set 41703		1.5	1 x 2 x 2
535	Brick, Modified, Decorated	22885pb007	Brick, Modified 1 x 2 x 1 2/3 with Studs on Side with 3 Bottles on Yellow Shelf Pattern (Sticker) - Set 41703		1.25	1 x 2 x 1.67
535	Brick, Modified, Decorated	22885pb008	Brick, Modified 1 x 2 x 1 2/3 with Studs on Side with Medium Azure Calendar Pattern (Sticker) - Set 41703		1.25	1 x 2 x 1.67
535	Brick, Modified, Decorated	22885pb009	Brick, Modified 1 x 2 x 1 2/3 with Studs on Side with 'I Heart HLC' and Medium Azure Postcard with Mountains, Sun, Clouds, and Flag Pattern (Sticker) - Set 41703		1.25	1 x 2 x 1.67
534	Brick, Promotional	30144pb367	Brick 2 x 4 x 3 with LEGOLAND Hotel Dubai Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb371	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 NINJAGO 10th Anniversary Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb372	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 Happy Halloween Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb368	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 Factory Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb370	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 Eid Mubarak Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb366	Brick 2 x 4 x 3 with LEGOLAND Dubai 2020 Happy Easter Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb369	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 Happy Easter Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb373	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 50th UAE National Day Pattern		6.73	2 x 4 x 3
534	Brick, Promotional	30144pb374	Brick 2 x 4 x 3 with LEGOLAND Dubai 2021 Merry Christmas Pattern		6.73	2 x 4 x 3
160	Sticker Sheet	76396stk01	Sticker Sheet for Set 76396 - (91671/6380096)		2.19	? x ? x ?
160	Sticker Sheet	76397stk01	Sticker Sheet for Set 76397 - (91704/6380098)		2	? x ? x ?
160	Sticker Sheet	76398stk01	Sticker Sheet for Set 76398 - (91662/6380099)	91662	0.36	? x ? x ?
160	Sticker Sheet	76399stk01	Sticker Sheet for Set 76399, Sheet 1 - (10100100/6400147)	100100	3.04	? x ? x ?
160	Sticker Sheet	76399stk02	Sticker Sheet for Set 76399, Sheet 2 - (10100102/6400327)	100102	3.23	? x ? x ?
39	Tile, Decorated	3068pb1931	Tile 2 x 2 with Black and Dark Bluish Gray Circles, Pipe and Hull Plate Pattern (Sticker) - Set 75201	3068bpb1931	0.45	2 x 2 x 0
142	Minifigure, Body Wear	84433	Minifigure Cape Cloth, 2 Long Tails, Curved with Points - Spongy Stretchable Fabric		0.11	? x ? x ?
33	Slope, Decorated	85984pb356	Slope 30 1 x 2 x 2/3 with Dark Bluish Gray Circles and Dots Pattern (Sticker) - Set 75201		0.34	1 x 2 x 0.67
33	Slope, Decorated	85984pb357	Slope 30 1 x 2 x 2/3 with Control Panel with Buttons and Red Target Screen Pattern (Sticker) - Set 75201		0.34	1 x 2 x 0.67
738	Flag, Decorated	2335pb248L	Flag 2 x 2 Square with Bright Light Orange Spiral Cog, Snake Heads and Black Tattered Edge Pattern Model Left Side (Sticker) - Set 70624		0.5	2 x 2 x 0
812	Tile, Round, Decorated	14769pb509	Tile, Round 2 x 2 with Bottom Stud Holder with Chrome Silver Mirror Pattern (Sticker) - Set 43207		0.34	2 x 2 x 0
994	Energy Effect	85959	Wave Rounded Straight Large with Bar End (Flame)	28577	1.1	? x ? x ?
10	Container	80835	Container, Treasure Chest Lid Flat		1.15	? x ? x ?
38	Tile, Modified	83496	Tile, Modified 4 x 8 Inverted with Studs on Edges		4.52	4 x 8 x 0
777	Technic, Liftarm, Decorated	71708pb002R	Technic, Liftarm, Modified L-Shape Quarter Ellipse Thick 2 x 3 with Air Vent on Medium Blue and White Background Pattern Model Right Side (Sticker) - Set 42134		1.2	2 x 3 x 0
777	Technic, Liftarm, Decorated	71708pb002L	Technic, Liftarm, Modified L-Shape Quarter Ellipse Thick 2 x 3 with Air Vent on Medium Blue and White Background Pattern Model Left Side (Sticker) - Set 42134		1.2	2 x 3 x 0
740	Technic, Panel, Decorated	64683pb075	Technic, Panel Fairing # 3 Small Smooth Long, Side A with Logo 'MONSTER JAM' and 'MEGALODON' Pattern (Sticker) - Set 42134		3.2	7 x 3 x 2
740	Technic, Panel, Decorated	64683pb076	Technic, Panel Fairing # 3 Small Smooth Long, Side A with Black Eye, Nostril, and White Corner Pattern (Sticker) - Set 42134		3.2	7 x 3 x 2
740	Technic, Panel, Decorated	64391pb075	Technic, Panel Fairing # 4 Small Smooth Long, Side B with Logo 'MONSTER JAM' and 'MEGALODON' Pattern (Sticker) - Set 42134		3.2	7 x 3 x 2
740	Technic, Panel, Decorated	64391pb076	Technic, Panel Fairing # 4 Small Smooth Long, Side B with Black Eye, Nostril, and White Corner Pattern (Sticker) - Set 42134		3.2	7 x 3 x 2
112	Hook	83497	Hook Round 2 x 2 with Axle Hole and Bottom Stud Holder		0.82	? x ? x ?
160	Sticker Sheet	80032stk01	Sticker Sheet for Set 80032 - (88403/6377076)	88403	1.8	? x ? x ?
1097	Minifigure, Torso Assembly, Decor.	973pb4420c02	Torso Robe with Hood, Dark Bluish Gray Sweater, White Shirt and Hogwarts Crest Tie Pattern / Black Arms / Dark Tan Hands		1.31	? x ? x ?
728	Modulex, Tile, Decorated	Mx1011Bpb39	Modulex, Tile 1 x 1 with Black 'Å' Pattern (with black lining on sides only)		0.1	1 x 1 x 1
118	Brick, Decorated	49311pb017	Brick 1 x 4 x 3 with Yellow Minifigure Head Graffiti, Black 'MISSING' and Light Bluish Gray Cat on Poster Pattern (Sticker) - Set 60319		4	1 x 4 x 3
461	Panel, Decorated	87552pb091	Panel 1 x 2 x 2 with Side Supports - Hollow Studs with Red and Yellow Electrical Switches and Wires and Warning Sign on Door Pattern (Sticker) - Set 60319		0.96	1 x 2 x 2
39	Tile, Decorated	3069pb1023	Tile 1 x 2 with 'KK 60319' Pattern (Sticker) - Set 60319	3069bpb1023	0.27	1 x 2 x 0
39	Tile, Decorated	3069pb1024	Tile 1 x 2 with 'BB 78912' Pattern (Sticker) - Set 60319	3069bpb1024	0.27	1 x 2 x 0
578	Wedge, Decorated	52031pb168	Wedge 4 x 6 x 2/3 Triple Curved with Silver and Red Fire Logo Badge and Black Lines Pattern (Sticker) - Set 60319		3.36	4 x 6 x 0.67
39	Tile, Decorated	87079pb1100	Tile 2 x 4 with 'DC COLLECTION BY JIM LEE' and Signature Pattern		0.92	2 x 4 x 0
160	Sticker Sheet	80025stk01	Sticker Sheet for Set 80025 - (78931/6349741)		1.5	? x ? x ?
160	Sticker Sheet	75313stk01	Sticker Sheet for Set 75313 - (78792/6347355)	78792	5	? x ? x ?
847	Minifigure, Hair	80792	Minifigure, Hair Swept Back with Widow's Peak, Space Buns, Fringe in Back		0.8	? x ? x ?
847	Minifigure, Hair	36994	Minifigure, Hair Long Straight with Headband		0.87	? x ? x ?
160	Sticker Sheet	910016stk01	Sticker Sheet for Set 910016 - (10068856/6316637)	68856	?	? x ? x ?
39	Tile, Decorated	2431pb0766	Tile 1 x 4 with Black Number 1 on White Paper Background  with Folded Corner Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0767	Tile 1 x 4 with Black Number 1 on White Paper Background Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0768	Tile 1 x 4 with Black Number 2 on White Paper Background  with Folded Corner Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0769	Tile 1 x 4 with Black Number 2 on White Paper Background Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0770	Tile 1 x 4 with Black Number 3 on White Paper Background  with Folded Corner Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0771	Tile 1 x 4 with Black Number 3 on White Paper Background Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0772	Tile 1 x 4 with Black Number 4 on White Paper Background  with Folded Corner Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0773	Tile 1 x 4 with Black Number 4 on White Paper Background Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0774	Tile 1 x 4 with Black Number 5 on White Paper Background  with Folded Corner Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0775	Tile 1 x 4 with Black Number 5 on White Paper Background Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0776	Tile 1 x 4 with Black Number 6 on White Paper Background  with Folded Corner Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	2431pb0777	Tile 1 x 4 with Black Number 6 on White Paper Background Pattern (Sticker) - Set 910016		0.54	1 x 4 x 0
39	Tile, Decorated	6636pb294	Tile 1 x 6 with 'BRICK CO. 1885' Pattern (Sticker) - Set 910016		0.83	1 x 6 x 0
