Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)
901	2017	c17lt1	2017 Large Lithuanian January - June (619.1807-LT)	2017	139
356	1981 / Educational & Dacta	c81dac	1981 Small Dacta Foldout	1981	?
901	2017	c17sah1	2017 Shop at Home - January (WOR 6031)	2017	102
357	1982 / Fabuland	c82euf3	1982 Small Fabuland European (114506/114606-EU IV (NL))	1982	?
767	2012 / Educational & Dacta	c12nldac	2012 Large Dutch Education - heutink (DAAR KUN JE OP BOUWEN!)	2012	?
901	2017	c17ukdc1	2017 Dealer Large Trade UK (6171223/6171224-CEEMEA-UK)	2017	583
372	1997 / Educational & Dacta	c97intdac	1997 Medium Dacta International (4.101.909)	1997	?
351	1976 / Educational & Dacta	c76dac	1976 Large Dacta Folder (Introducing The LEGO Educational System)	1976	?
349	1974	c74be2	1974 Medium Belgian (97875-BE)	1974	6
352	1977 / Technic	c77dkt	1977 Medium Technic Danish (98951-DK)	1977	8
555	1961	c61dk	1961 Danish	1961	?
554	1962	c62dk	1962 Danish	1962	?
869	2016 / DUPLO	c16dupeu	2016 Small Duplo European (6150030)	2016	4.2
371	1996	c96it2	1996 Medium Italian (924.715-I)	1996	?
901	2017	c17sah2	2017 Shop at Home - Spring (WOR 3351)	2017	?
901	2017	c17ee1	2017 Large Estonian January - June (619.1809-ET)	2017	135
553	1963	c63it	1963 Italian (B-158-it.)	1963	2.97
901	2017 / LEGO Brand Store	c17st1de	2017 Store January - June German (619.1786-DE/A Brand Retail)	2017	215
901	2017 / Educational & Dacta	c17audac	2017 Large Australian Education (6184041)	2017	?
901	2017	c17be1	2017 Large Belgian January - June (619.1804-NL/B 619.1789-NL-B)	2017	?
901	2017	c17sah3	2017 Shop at Home - Summer (WOR 1091)	2017	?
366	1991 / Educational & Dacta	c91usdac2	1991 Large US Dacta (Gear Up For Learning)	1991	?
901	2017	c17de2	2017 Large German July - December (620.7842-DE/A 620.7843-DE/A TRU 620.7844-DE/A FH 620.7866-DE/A 620.7871 DE/A for BLX)	2017	179
901	2017	c17pl2	2017 Large Polish July - December (620.7883-PL)	2017	?
901	2017	c17lt2	2017 Large Lithuanian July - December (620.7872-LT)	2017	184
367	1992	c92nz	1992 Large New Zealand (922038-NZ)	1992	100
368	1993	c93nz	1993 Large New Zealand (922710-NZ)	1993	?
369	1994	c94nz	1994 Large New Zealand (923321-NZ)	1994	?
370	1995	c95nz	1995 Large New Zealand (923.963-NZ.)	1995	121
371	1996	c96nz	1996 Large New Zealand (924.714-NZ.)	1996	103
374	1999	c99nz	1999 Large New Zealand (927273-1027113 Asia NZ)	1999	?
375	2000	c00nz1	2000 Large New Zealand (4323140 NZ)	2000	?
375	2000	c00nz2	2000 Large New Zealand July - January (4325350 NZ)	2000	?
365	1990 / Castle	m90osca	1990 Mini Castle Overseas (113385-OS)	1990	5
371	1996	c96ko	1996 Medium Korean (4.103.811/4.103.812-KO)	1996	?
370	1995 / Service Packs	s95nz	1995 Medium Service Packs New Zealand (923966-NZ)	1995	?
368	1993 / Service Packs	s93nz	1993 Medium Service Packs New Zealand (922711-NZ)	1993	?
901	2017 / DUPLO	c17dup2	2017 Small Duplo (6198174)	2017	?
364	1989	c89eu6	1989 Medium European (106578/106678-EU III (UK/F/B))	1989	15
368	1993 / Service Packs	s93be	1993 Medium Service Packs Belgian (922710-B)	1993	7
369	1994 / Service Packs	s94be	1994 Medium Service Packs Belgian (923323-B)	1994	7
370	1995 / Service Packs	s95be	1995 Medium Service Packs Belgian (923.966-B)	1995	7
365	1990 / Service Packs	s90eu3	1990 Medium Service Packs DK/N/S/SF (113780/113880)	1990	7
373	1998	c98besoft	1998 / 1999 Medium Software Belgian (MP1X-BRODU8.1)	1998	42.3
365	1990 / DUPLO	c90dupbe	1990 Large Duplo Belgian	1990	11
375	2000	4326074	2000 Insert - Contest LEGO 2000 Hits 'Stem op jouw 3 LEGO 2000 Hits en word zelf een mega-hit'	2000	7
365	1990 / Technic	c90bet	1990 Medium Technic Belgian Foldout (921387-B(fl))	1990	17.5
901	2017 / DUPLO	2017dup5nl	2017 Large DUPLO 'CREATIEF' Info and Ideas Brochure (6198639_BENL)	2017	30
364	1989 / Service Packs	s89be	1989 Large Service Packs Belgian (921159-B)	1989	7
367	1992 / Service Packs	s92be	1992 Large Service Packs Belgian	1992	7
353	1978	c78deXL	1978 Extra Large German New Releases (99260-D)	1978	37
353	1978	c78ja	1978 Medium Japanese Parents Guide Foldout (101908/102008-JA)	1978	6
362	1987	m87ib	1987 Mini Iberian (151684-IB)	1987	5
826	2015 / LEGO Brand Store / Holiday & Event / Christmas	c15st4uk	2015 Store Christmas UK	2015	?
826	2015 / LEGO Brand Store	c15st1uk	2015 Store April UK	2015	?
826	2015 / LEGO Brand Store	c15st2uk	2015 Store September UK	2015	?
826	2015 / LEGO Brand Store	c15st3uk	2015 Store October UK	2015	?
901	2017 / LEGO Brand Store	c17st1uk	2017 Store January - February UK	2017	?
901	2017 / LEGO Brand Store	c17st3uk	2017 Store May - June UK	2017	?
901	2017	c17nl2	2017 Large Dutch July - December (620.7867-NL)	2017	195.3
372	1997 / Educational & Dacta	c97ukdac	1997 Large UK Dacta - NES Arnold (D9756/1)	1997	?
767	2012 / Educational & Dacta	c12usdacel	2012 Large US Education (Early Learning)	2012	?
767	2012 / Educational & Dacta	c12usdac4	2012 Large US Education Brochure (Hands-On STEM Solutions for the Elementary Classroom)	2012	?
767	2012 / Educational & Dacta	c12usdac5	2012 Large US Education Brochure (Hands-On Middle School STEM Solutions)	2012	?
767	2012 / Educational & Dacta	c12usdac6	2012 Large US Education Brochure (Hands-On High School STEM Solutions)	2012	?
786	2013 / Educational & Dacta	c13usdac3	2013 Large US Education Brochure (Elementary Solutions)	2013	?
786	2013 / Educational & Dacta	c13usdac4	2013 Large US Education Brochure (Middle School Solutions)	2013	?
786	2013 / Educational & Dacta	c13usdac5	2013 Large US Education Brochure (High School Solutions)	2013	?
371	1996 / Educational & Dacta	c96usdac3	1996 Small US Dacta Foldout - Price List & Order Form	1996	?
901	2017	c17no2	2017 Large Norwegian July - December (620.7860-NO)	2017	195
901	2017	c17dk2	2017 Large Danish July - December (620.7854-DK)	2017	195
901	2017	c17no1	2017 Large Norwegian Januar - June (619.1797-NO)	2017	195
901	2017	c17dk1	2017 Large Danish Januar - June (619.1794-DK)	2017	195
901	2017	c17ee2	2017 Large Estonian July - December (620.7874-ET)	2017	187
786	2013 / Educational & Dacta	c13irdac	2013 Large Irish Education Preschool (Learnit)	2013	?
901	2017 / Educational & Dacta	c17esdac	2017 Large Spanish Education (RO-BOTICA)	2017	?
647	2009 / Educational & Dacta	c09intdac	2009 Large International Education (Early Learning - 4551321)	2009	?
756	2011 / Educational & Dacta	c11intdac	2011 Large International Education (Early Learning)	2011	?
786	2013 / Educational & Dacta	c13ukdac	2013 Large UK Education (6043485)	2013	?
601	2008 / Educational & Dacta	c08intdac1	2008 Large International Education - Classroom Solutions for Schools (4526288)	2008	?
556	1960	c60dk	1960 Danish	1960	2.9
901	2017	c17sah4	2017 Shop At Home - Holiday (WOR 3341)	2017	105
901	2017 / DUPLO	c17dup3	2017 Small Duplo (6205697)	2017	4
901	2017	c17dk2br	2017 Large Danish July - December BR edition (620.7855-DK)	2017	195
901	2017	c17be2	2017 Large Belgian July - December (620.7869-NL-B)	2017	185
371	1996	c96esBlue	1996 Large Spanish (924.714-E) - Blue Cover	1996	95
374	1999	c99es2	1999 Large Spanish (4321361-E)	1999	105
356	1981	c81ibpg	1981 Para los padres / Aos Pais / For Parents (Parents Guide) (109784/109884-IB)	1981	28
378	2002	c02it2	2002 Large Italian August - December (419.2948-IT)	2002	?
377	2001	c01it2	2001 Large Italian August - January (433.0685-IT)	2001	?
378	2002 / Explore	c02it2exp	2002 Large Italian Explore June - December (419.0329-IT)	2002	?
901	2017	c17sah5	2017 Shop At Home - Winter (WOR 3361)	2017	155
901	2017	c17sah6	2017 Shop At Home - Late Holiday (WOR 3371)	2017	102
756	2011 / Educational & Dacta	c11intdac2	2011 Large International Education - Classroom Solutions for Schools	2011	?
901	2017 / Educational & Dacta	c17intdac	2017 Large International Education (Preschool)	2017	?
358	1983	c83it2	1983 Large Italian (93500-I)	1983	?
359	1984	c84it2	1984 Large Italian (93900-I)	1984	?
901	2017 / LEGO Brand Store	c17stwlde	2017 Store Wish List (German)	2017	?
359	1984 / DUPLO	c84nldup	1984 Medium Duplo Dutch (94100-NL)	1984	22
362	1987	c87nl2	1987 Medium Dutch (150306/150406-EU IV (NL))	1987	34
647	2009	c09nldc	2009 Dealer Large NL (455.8631-BLX-NL)	2009	448
743	2010	c10nldc	2010 Dealer Large NL (459.5723-BLX-NL)	2010	427
756	2011	c11nldc	2011 Dealer Large NL (464.4276-BLX-NL)	2011	468
756	2011	c11nldcn2	2011 Dealer Large NL Novelties June - December (4640183-NL)	2011	172
930	2018 / Educational & Dacta	c18usdac	2018 Large US Education (6213058)	2018	?
349	1974	c74be3	1974 Medium Belgian Foldout (97885-Be)	1974	13
359	1984 / DUPLO	c84nldup2	1984 Small Duplo Dutch (104706/104806-EU IV (NL))	1984	20
930	2018	c18nl1	2018 Large Dutch January - June (622.6080-NL)	2018	152.56
930	2018 / LEGO Brand Store / Town / City	c18st2de	2018 Store - Helden Gesucht	2018	?
930	2018	c18de1	2018 Large German January - June (622.6054-DE/A 622.6055-DE/A TRU 622.6056-DE/A FH 622.6079-DE/A 622.6084 DE/A for BLX)	2018	178
869	2016	c16sah6uk	2016 Shop at Home - Holiday UK	2016	?
901	2017	c17es2	2017 Large Spanish / Portuguese July - December (620.7878-ES/PT)	2017	208
369	1994	c94sah2	1994 Shop at Home - Imagination - Classic Town Front Cover	1994	?
930	2018 / LEGO Brand Store	c18st1de	2018 Store January - February German	2018	?
347	1972	c72fi	1972 Large Finnish (97320-Fi)	1972	22
930	2018	c18pl1	2018 Large Polish January - June (622.6096-PL)	2018	?
930	2018	c18ee1	2018 Large Estonian January - June (622.6087-ET)	2018	151
930	2018	c18lt1	2018 Large Lithuanian January - June (622.6085-LT)	2018	151
901	2017	c17au2	2017 Large Australian June - December (620.7907-AUS / 620.7908-NZ)	2017	132
930	2018	c18ukdc	2018 Dealer Large Trade UK (6208660/6208661-CEEMEA-UK)	2018	602
901	2017	c17es1	2017 Large Spanish / Portuguese January - June (619.1813-ES/PT)	2017	154
743	2010	c10ro2	2010 Large Romanian / Bulgarian July - December	2010	135
930	2018	c18be1	2018 Large Belgian January - June (622.6082-NL/B)	2018	149
805	2014 / DUPLO	c14dup2	2014 Small Duplo (6089965)	2014	4
901	2017 / DUPLO	c17dup4	2017 Small Duplo (6208728)	2017	4.2
756	2011	c11hr	2011 Large Croatian July - December (465.1475-HR)	2011	146
347	1972	c72ch	1972 Large Swiss (97320 Schw)	1972	22
805	2014	c14sah1uk	2014 Shop at Home - January - June UK (WOR 4573)	2014	?
826	2015	c15sah1uk	2015 Shop at Home - January - June UK (WOR 5877)	2015	?
786	2013 / Holiday & Event / Christmas	c13sah5uk	2013 Shop at Home - Christmas UK (WOR 2279)	2013	?
786	2013 / Holiday & Event / Christmas	c13sah6uk	2013 Shop at Home - Late Christmas UK (WOR 3613)	2013	?
786	2013	c13sah1uk	2013 Shop at Home - January UK (WOR 4075)	2013	?
786	2013	c13sah2uk	2013 Shop at Home - Spring UK (WOR 5383)	2013	?
786	2013	c13sah4uk	2013 Shop at Home - Autumn UK (WOR 2021)	2013	?
767	2012 / Holiday & Event / Christmas	c12sah5uk	2012 Shop at Home - Christmas UK (WOR 2343)	2012	?
767	2012 / Holiday & Event / Christmas	c12sah6uk	2012 Shop at Home - Christmas Special UK (WOR 3207)	2012	?
363	1988 / Technic	c88dktec1	1988 Medium Technic Danish Foldout (921154-DK)	1988	19
366	1991 / Train	c91chfrtr	1991 Medium Train Swiss-French (921762-CHF)	1991	8.3
366	1991 / Train	c91chdetr	1991 Medium Train Swiss-German (921762-CHD)	1991	8.3
367	1992	c92es3	1992 Medium Spanish (922039-E)	1992	20
368	1993 / Service Packs	s93ch	1993 Medium Service Packs Swiss (922711-CH)	1993	7.5
367	1992 / Service Packs	s92ch	1992 Medium Service Packs Swiss (922044-CH)	1992	7.7
367	1992	c92ch	1992 Large Swiss (922038-CH)	1992	91.3
930	2018	c18dk1	2018 Large Danish January - June (622.6068-DK/BR)	2018	152
374	1999	c99ch	1999 Large Swiss (927.070-CH.D)	1999	?
554	1962	c62it	1962 Italian - Early Issue (B-100-it.)	1962	3
930	2018 / LEGO Brand Store	c18st3de	2018 Store March - April German	2018	?
930	2018 / DUPLO	m18dup1	2018 Mini Duplo (6224986)	2018	3.7
544	2005	c05hr	2005 Large Croatian January - August (427.7303-HR)	2005	?
805	2014	c14ch2	2014 Large Swiss July - December (609.6024-CHDE/CHFR)	2014	173.77
354	1979	m79es	1979 Mini Spanish (103184-E)	1979	3.2
930	2018	c18sah2de	2018 Shop at Home - Easter German (WO 7131)	2018	64
869	2016	c16fr2	2016 Large French June - December (617.1140-FR)	2016	?
930	2018	c18au1	2018 Large Australian / New Zealand January - May (622.6121 AUS 622.6122 NZ)	2018	133
348	1973	c73es2	1973 Medium Spanish (97520-Sp.)	1973	13
930	2018 / LEGO Brand Store	c18st4de	2018 Store May - June German	2018	?
930	2018 / LEGO Brand Store / Town / City / Arctic	c18st5de	2018 Store - Helden Gesucht - Werde ein Arktis Forscher	2018	?
930	2018 / LEGO Brand Store / Friends	c18st6de	2018 Store - Friends - Fang den Spaß ein	2018	?
930	2018	c18ee2	2018 Large Estonian July - December (624.1766-ET)	2018	?
930	2018	c18lt2	2018 Large Lithuanian July - December (624.1764-LT)	2018	160
930	2018	c18lv2	2018 Large Latvian July - December (624.1765-LV)	2018	155
930	2018	c18pl2	2018 Large Polish June - December (624.I776-PL)	2018	?
930	2018	c18es1	2018 Large Spanish / Portuguese January - June (6226091-ES/PT)	2018	181
930	2018	c18au2	2018 Large Australian / New Zealand June - December (624.1800 AUS, 624.1801 NZ)	2018	123
930	2018	c18de2	2018 Large German July - December (624.1734-DE/A 624.1735-DE/A TRU 624.1736-DE/A FH 624.1763-DE/A for BLX)	2018	176
930	2018	c18ja1	2018 Large Japanese January - June for Boys (622.6119-JA)	2018	74
581	2007	c07ch2	2007 Large Swiss January - September (451.2167-CH/F)	2007	91.47
647	2009	c09ch3	2009 Large Swiss January - June (455.2535-CH/F)	2009	118.53
930	2018	c18se1	2018 Large Swedish January - June (622.6076-SV)	2018	155
930	2018	c18nl2	2018 Large Dutch July - December (624.1759-NL)	2018	?
491	2003	c03sk2	2003 Large Slovak August-December (422.6133-SK)	2003	143
565	2006	c06sk1	2006 Large Slovak (429.9825-SK)	2006	91
581	2007	c07sk1	2007 Large Slovak (451.5853-SK)	2007	92
601	2008	c08sk1	2008 Large Slovak January - July (453.0512-SK)	2008	98
601	2008	c08sk2	2008 Large Slovak August - December (454.2097-SK)	2008	118
647	2009	c09sk1	2009 Large Slovak January - June (455.2578-SK)	2009	95
647	2009	c09sk2	2009 Large Slovak July - December (456.8100-SK)	2009	119
743	2010	c10sk1	2010 Large Slovak January - June (458.7980-SK)	2010	92
743	2010	c10sk2	2010 Large Slovak July - December (461.1996-SK)	2010	140
756	2011	c11sk1	2011 Large Slovak January - May (462.6570-SK)	2011	120
756	2011	c11sk2	2011 Large Slovak July - December (465.1469-SK)	2011	129
767	2012	c12sk1	2012 Large Slovak January - May (600.9025-SK)	2012	118
786	2013	c13sk1	2013 Large Slovak January - June (604.3364-SK)	2013	122
786	2013	c13sk2	2013 Large Slovak July - December (605.6542-SK)	2013	128
805	2014	c14sk1	2014 Large Slovak January - June (607.8708-SK)	2014	142
805	2014	c14sk2	2014 Large Slovak June - December (609.6056-SK)	2014	157
826	2015	c15sk1	2015 Large Slovak January - June (611.9735-SK)	2015	163
826	2015	c15sk2	2015 Large Slovak July - December (613.4027-SK)	2015	169
869	2016	c16sk1	2016 Large Slovak January - June (615.5974-SK)	2016	166
869	2016	c16sk2	2016 Large Slovak June - December (617.1146-SK)	2016	176
901	2017	c17sk1	2017 Large Slovak January - June (619.1817-SK)	2017	156
901	2017	c17sk2	2017 Large Slovak July - December (620.7884-SK)	2017	182
930	2018	c18sk1	2018 Large Slovak January - June (622.6097-SK)	2018	178
930	2018	c18sk2	2018 Large Slovak July - December (624.1777-SK)	2018	168
361	1986 / Educational & Dacta	c86audac1	1986/1987 Large Australian Dacta - Learning Materials for Primary Schools (2900034-AUS)	1986	?
805	2014 / LEGO Brand Store	c14st4de	2014 Store December German (117738 DE)	2014	?
826	2015 / LEGO Brand Store	c15st7de	2015 Store May German (131782 DE)	2015	?
869	2016 / LEGO Brand Store / Holiday & Event / Christmas	c16st7de	2016 Store Christmas German (181373 DE)	2016	?
901	2017 / LEGO Brand Store	c17st2de	2017 Store Summer German (218824_DE)	2017	?
869	2016 / LEGO Brand Store	c16st6de	2016 Store June German	2016	?
930	2018	c18sah5de	2018 Shop at Home - Autumn German (WO 1186)	2018	100
869	2016	c16ja1	2016 Large Japanese (JA 617.1179 / JA-TRU 617.1178)	2016	?
354	1979	c79se	1979 Large Swedish (102512-S)	1979	?
364	1989 / Service Packs	s89eu3	1989 Medium Service Packs DK/N/S/SF (107380/107480)	1989	?
364	1989	c89setec	1989 Medium Technic Swedish Foldout (921310-S)	1989	?
365	1990	c90eu6	1990 Medium European (112580/112680 EU-I (DK/N/S/SF))	1990	?
362	1987	c87se	1987 Medium Swedish (920313-S.)	1987	?
743	2010	c10se2	2010 Large Swedish July - December (458.7958-SV)	2010	118
352	1977 / Technic	c77set	1977 Large Technic Swedish 18.5cm x 18.5cm with parchment inlays (98815-S)	1977	?
372	1997	c97sk1	1997 Large Slovak (925.375-SQ)	1997	93
373	1998	c98sk1	1998 Large Slovak (926.100-SQ)	1998	103
930	2018	c18se2	2018 Large Swedish June - December (624.1755-SV)	2018	158
364	1989 / Technic	c89chtec	1989 Medium Technic Swiss Foldout (921310-CH(ty.))	1989	?
554	1962	c62uk2	1962 UK - Late Issue	1962	5.4
930	2018	c18de3	2018 Large German July - December (624.1802-DE/A 624.1803-DE/A TRU 624.1804-DE/A FH)	2018	186
349	1974 / Minitalia	c74itmi2	1974 Medium Italian Minitalia - May Edition (97806)	1974	13.2
930	2018 / LEGO Brand Store	c18stwlde	2018 Store Wish List (German)	2018	?
373	1998	c98Dwcin2	1998 Insert - World Club - D - 2 (927.742/412.3451-D)	1998	4
373	1998	c98Dwcin1	1998 Insert - World Club - D - 1 (926.353-D/4115951)	1998	3
367	1992 / Educational & Dacta	c92usdac	1992 Large US Dacta (Play is the Work of Children)	1992	?
565	2006	c06nldc1	2006 Dealer Large Dutch	2006	399
581	2007	c07nldc2	2007 Dealer Large Dutch	2007	394
601	2008	c08nldcn3	2008 Dealer Large NL Novelties January - May (4526598-NL/B)	2008	176
367	1992 / Educational & Dacta	c92usdac2	1992 Large US Dacta Flyer for Duplo Toolo	1992	?
930	2018	c18fr1	2018 Large French January - June (622.6060-FR)	2018	?
869	2016	c16fr1	2016 Large French January - May (615.5968-FR)	2016	122
767	2012	c12gr2	2012 Large Greek July - December (602.3224-EL)	2012	80
805	2014	c14gr1	2014 Large Greek January - June (607.8724-EL)	2014	?
491	2003	c03ja2	2003 Large Japanese August - December	2003	?
1028	2019	c19pl1	2019 Large Polish January - June (626.1898-PL)	2019	159
515	2004	c04ja1	2004 Large Japanese January - May	2004	?
930	2018	c18ua2	2018 Large Ukrainian July - December (624.1783-UA)	2018	152
1028	2019	c19ua1	2019 Large Ukrainian January - June (626.1905-UA)	2019	159
930	2018	c18ua1	2018 Large Ukrainian January - June (622.6103-UA)	2018	149
901	2017	c17ua2	2017 Large Ukrainian July - December (620.7890-UA)	2017	184
901	2017	c17ua1	2017 Large Ukrainian January - June (619.1823-UA)	2017	154
869	2016	c16ua2	2016 Large Ukrainian July - December (617.1152-UA)	2016	173
805	2014	c14ua2	2014 Large Ukrainian August - December (609.6063-UA)	2014	157
869	2016	c16ua1	2016 Large Ukrainian January - June (615.5980-UA)	2016	160
826	2015	c15ua1	2015 Large Ukrainian January - June (611.9741-UA)	2015	165
826	2015	c15ua2	2015 Large Ukrainian June - December (613.4033-UA)	2015	170
1028	2019	c19sk1	2019 Large Slovak January - June (626.1899-SK)	2019	157
1028	2019	c19de1	2019 Large German / Austrian January - June (626.1935-DE/A 626.1936-DE/A TRU 626.1937-DE/A FH 626.1938-DE/A f/Brand Retail 626.1939 DE/A for Nordic)	2019	158
357	1982 / Technic	c82ittec	1982 Medium Technic Italian / French (115307/115407 - (I/F))	1982	?
1028	2019	c19nl1	2019 Large Dutch January - June (626.1889-NL 626.1868-NL for DE/A)	2019	?
930	2018	c18be2	2018 Large Belgian July - December (624.1761-NL/B)	2018	?
1028	2019	c19be1	2019 Large Belgian January - June (626.1891-NL/B 626.1859-NL/B for Brand Retail)	2019	148
1028	2019	c19ee1	2019 Large Estonian January - June (626.1909-ET)	2019	158
1028	2019	c19ch1	2019 Large Swiss January - June (626.1866-CHDE/CHFR)	2019	?
357	1982 / DUPLO	c82nldup	1982 Medium Duplo Dutch (93270-NL)	1982	13
354	1979 / Space / Classic Space	c79space	1979 Small Fold Out - Space (102108-Ja)	1979	4
370	1995 / FreeStyle	m95eufree	1995 Mini FreeStyle European (4.100.049-EU)	1995	4
358	1983 / Fabuland	c83nlf	1983 Small Fabuland Dutch (100506/100606-EU IV (NL))	1983	12
360	1985 / Fabuland	c85nlf2	1985 Small Fabuland Dutch (109306/109406EU IV (NL))	1985	11
366	1991 / Technic	c91cht	1991 Medium Technic Swiss Foldout (921759-CH (ty.))	1991	20
360	1985	c85eupg4	1985 Para papa y mama / Para as maes e para os pais (Parents Guide) (109584/109684-IB)	1985	28
373	1998	c98dedc4	1998 Dealer Catalog German Novelties Jan. - Apr. (926.137-D)	1998	130
869	2016	c16sah6de	2016 Shop at Home - Holiday German (WOR 1291)	2016	119
901	2017	c17sah1de	2017 Shop at Home - January - June German (WO 3481)	2017	110
901	2017	c17sah4de	2017 Shop at Home - Holiday German (WO 7131)	2017	147
930	2018 / Holiday & Event / Christmas	c18sah6de	2018 Shop at Home - Christmas German (WO 1189)	2018	159
1028	2019	c19sah1de	2019 Shop at Home - January German (WO 1192)	2019	108
373	1998 / Primo	m98prim	1998 Mini Primo International (4112612-IN)	1998	?
365	1990 / Educational & Dacta / Technic	c90nldac	1990 Large NL Dacta Techniek Sets voor uw school Voortgezet Onderwijs (950.710-NL)	1990	50
348	1973	c73ch2	1973 Medium Swiss - Bau was dir Spass macht. LEGO kennt keine Grenzen! (97640-Sch)	1973	7
352	1977	c77be4	1977 Medium Belgian Foldout 67 (98762-B)	1977	?
360	1985	m85ja	1985 Mini Japanese (111308-JA)	1985	?
901	2017 / Boost	m17boostde	2017 Mini LEGO Boost German	2017	?
1028	2019	c19lt1	2019 Large Lithuanian January - June (626.1907-LT)	2019	158
1028	2019	c19dk1	2019 Large Danish January - June (626.1874-DK)	2019	148
350	1975 / Minitalia	c75itmi	1975 Medium Italian Minitalia (97806)	1975	13
1028	2019	c19se1	2019 Large Swedish January - June (626.1883-SV)	2019	148
1028	2019	c19sah2de	2019 Shop at Home - Easter German (WO 1273)	2019	98
1028	2019	c19de2	2019 Large German / Austrian July - December (DE/A f/Brand Retail - 6279406, DE/A - 6279413, DE/A w/TRU - 6279414, DE/A FH - 6279415)	2019	177
1028	2019	c19pl2	2019 Large Polish July - December (627.9452-PL)	2019	?
826	2015	c15gr2	2015 Large Greek July - December (613.4041-EL)	2015	?
901	2017	c17gr2	2017 Large Greek June - December (620.7897-EL)	2017	?
930	2018	c18gr1	2018 Large Greek January - June (622.6111-EL)	2018	?
930	2018	c18gr2	2018 Large Greek June - December (624.1790-EL)	2018	?
869	2016	c16gr2	2016 Large Greek June - December (617.1161-EL)	2016	?
1028	2019	c19gr1	2019 Large Greek January - June (626.1916-EL)	2019	?
756	2011	c11it2	2011 Large Italian July - December (465.1459-IT)	2011	140
1028	2019	c19sah3de	2019 Shop at Home - Summer German (WO 1274)	2019	100
361	1986	c86ko	1986 Medium Korean (118191/118291)	1986	35
1028	2019	c19sk2	2019 Large Slovak June - December (627.9453-SK)	2019	162
786	2013	c13gr2	2013 Large Greek July - December (605.6556-EL)	2013	?
869	2016	c16gr1	2016 Large Greek January - June (615.5989-EL)	2016	?
1028	2019	c19de5	2019 Large German / Austrian January - June (626.1863-DE/A 626.1864-DE/A TRU 626.1865-DE/A FH 626.1856-DE/A f/Brand Retail 626.1887 DE/A for Nordic)	2019	?
1028	2019	c19hr1	2019 Large Croatian / Bosnian January - June (626.1870-HR 626.1902-HR/BIH)	2019	?
1028	2019	c19fi1	2019 Large Finnish January - June (626.1877-FI)	2019	?
1028	2019	c19no1	2019 Large Norwegian January - June (626.1880-NO)	2019	?
1028	2019	c19be3	2019 Large Belgian January - June (626.1890-FR/B)	2019	?
1028	2019	c19it1	2019 Large Italian / Swiss January - June (626.1893-IT 626.1867 CH/I)	2019	?
1028	2019	c19fr1	2019 Large French January - June (626.1894-FR 626.1888 FR for BLX 626.1917 FR for REEMEA)	2019	85
1028	2019	c19es1	2019 Large Spanish / Portuguese January - June (626.1895-ES/PT)	2019	?
1028	2019	c19ru1	2019 Large Russian January - June (626.1897 RU)	2019	?
1028	2019	c19ru3	2019 Large Russian January - June (RULCS)	2019	?
1028	2019	c19cz1	2019 Large Czech January - June (626.1900-CZ)	2019	?
1028	2019	c19hu1	2019 Large Hungarian January - June (626.1901-HU 626.1869-HU for DE/A)	2019	?
1028	2019	c19si1	2019 Large Slovene January - June (626.1903-SL 626.1871-SL for DE/A)	2019	?
1028	2019	c19ro1	2019 Large Romanian January - May (626.1904-RO)	2019	?
1028	2019	c19bg1	2019 Large Bulgarian January - May (626.1906-BG)	2019	?
1028	2019	c19lv1	2019 Large Latvian January - June (626.1908-LV)	2019	?
1028	2019	c19ar1	2019 Large Arabic January - May (626.1911-AR/Arabic)	2019	?
1028	2019	c19sr1	2019 Large Serbian January - June (626.1912-SR)	2019	?
1028	2019	c19uk1	2019 Large UK January - June (626.1913-MEA 626.1872-UK/IS 626.1873-UK for Travel Retail)	2019	?
1028	2019	c19heb1	2019 Large Israel January - June (626.1914-IS/Hebrew)	2019	?
1028	2019	c19tr1	2019 Large Turkish January - June (626.1915-TR)	2019	?
1028	2019	c19mx1	2019 Large Mexican January - June (629.1918-ESMX)	2019	?
1028	2019	c19lam1	2019 Large Latin American January - June (626.1919-LAM ES)	2019	?
1028	2019	c19cn1	2019 Large Chinese January - June (626.1921_ZHSI)	2019	?
1028	2019	c19hk1	2019 Large Hong Kong January - June (626.1925-HK)	2019	?
1028	2019	c19tw1	2019 Large Taiwanese January - June (626.1926-TW)	2019	?
1028	2019	c19au1	2019 Large Australian / New Zealand / Malaysia / Singapore January - May (626.1927 AUS 626.1928 NZ 626.1924 MY 626.1923 SG 626.1933 UK Asia f/HK)	2019	?
1028	2019	c19ko1	2019 Large Korean January - February	2019	?
1028	2019	c19ch2	2019 Large Swiss June/July - December (627.9420-CHDE/CHFR.)	2019	177.6
1028	2019	c19hr2	2019 Large Croatian July - December (627.9456 - HR, 6279424 - HR for DE/A.)	2019	?
1028	2019	c19dk2	2019 Large Danish July - December (DA-6279428, DA f/Brand Retail - 6279408)	2019	?
1028	2019	c19fi2	2019 Large Finnish July - December (FI - 6279431)	2019	177
1028	2019	c19no2	2019 Large Norwegian July - December (NO - 6279434)	2019	?
1028	2019	c19se2	2019 Large Swedish July - December (SV - 6279437, SE f/Brand Retail - 6279410)	2019	?
1028	2019	c19nl2	2019 Large Dutch July - December (NL for DE/A - 6279422, NL - 6279443, NL Brand Retail - 6279409)	2019	?
